,contrast,homogeneity,correlation,energy,class
1189,0.232216358,0.967817318,0.97059302,0.734827617,1
1190,0.25605414,0.964789095,0.967507181,0.734045294,1
1191,0.282467614,0.961206605,0.964163192,0.733309175,1
1192,0.283225171,0.966603537,0.962900611,0.750919181,1
1193,0.283730209,0.966516652,0.96256548,0.750894931,1
1194,0.160840698,0.979368752,0.978841459,0.755364515,1
1195,0.245246332,0.97097314,0.967868682,0.75205261,1
1196,0.210348224,0.974486118,0.972378071,0.753078105,1
1197,0.244791798,0.970564035,0.967870118,0.751977959,1
1198,0.261609555,0.96606768,0.965701378,0.751112698,1
1199,0.253478448,0.973148127,0.964355684,0.770595223,1
1200,0.143868443,0.983579638,0.9796807,0.77481447,1
1201,0.254993561,0.972881439,0.963960502,0.770811666,1
1202,0.224186258,0.974938194,0.968438414,0.771314173,1
1203,0.194894068,0.977013265,0.972558719,0.772216659,1
1204,0.202722153,0.976100935,0.971461175,0.771774394,1
1205,0.208126057,0.974758941,0.970708478,0.771473349,1
1206,0.38822252,0.944869207,0.956544015,0.685897183,1
1207,0.387767986,0.945294115,0.956075087,0.686136099,1
1208,0.2177122,0.966513127,0.97554386,0.69243775,1
1209,0.340445948,0.950841227,0.961847547,0.687399249,1
1210,0.288679579,0.955376376,0.96765752,0.688640431,1
1211,0.314891038,0.952361543,0.964695823,0.68788796,1
1212,0.342769122,0.949204626,0.961603675,0.686780596,1
1213,0.304992298,0.961342029,0.95933263,0.698946305,1
1214,0.306507411,0.961677274,0.959116109,0.699203886,1
1215,0.174634581,0.976175309,0.976623086,0.704456667,1
1216,0.255700614,0.965420504,0.965864429,0.700107657,1
1217,0.222115603,0.968324645,0.970365574,0.701015797,1
1218,0.25337744,0.96539767,0.966179226,0.700358335,1
1219,0.279639403,0.962408185,0.96267523,0.699277691,1
1220,0.347263958,0.951577782,0.953057645,0.7201375,1
1221,0.346708416,0.952046664,0.952812629,0.720440643,1
1222,0.195652037,0.970467509,0.973451572,0.725158511,1
1223,0.312062827,0.956285242,0.957827471,0.720743504,1
1224,0.275700109,0.959956838,0.962693461,0.72138207,1
1225,0.281104013,0.958635735,0.961972043,0.721425194,1
1226,0.286406909,0.956630202,0.961260845,0.720890059,1
1227,0.309689149,0.966047862,0.963872739,0.703770402,1
1228,0.310295195,0.966235357,0.963697705,0.704153195,1
1229,0.179056664,0.979759855,0.979033533,0.709433378,1
1230,0.278376809,0.970840347,0.967485196,0.705119789,1
1231,0.246862453,0.974355545,0.971221364,0.706069992,1
1232,0.259690412,0.971838452,0.969693665,0.705727329,1
1233,0.27625565,0.968517537,0.96774555,0.704938662,1
1234,0.284942299,0.961943344,0.960671177,0.709963875,1
1235,0.285901871,0.962122974,0.960461311,0.710072576,1
1236,0.167498948,0.976293918,0.97679061,0.714978996,1
1237,0.270750739,0.964340691,0.962593535,0.710580628,1
1238,0.240751496,0.967597155,0.966716918,0.711486702,1
1239,0.26595288,0.963464121,0.963303577,0.710084356,1
1240,0.27852832,0.960413608,0.961523053,0.70964552,1
1241,0.308022525,0.970467708,0.970843458,0.667400677,1
1242,0.180451128,0.981309181,0.983023775,0.673438836,1
1243,0.271558799,0.971402651,0.974502247,0.667743407,1
1244,0.232014343,0.973804715,0.978197337,0.668858971,1
1245,0.263831721,0.970718054,0.975216115,0.667753258,1
1246,0.301962072,0.967835491,0.971653485,0.666260942,1
1247,0.34448625,0.95883057,0.963972822,0.659218164,1
1248,0.213479458,0.974392378,0.961470172,0.821914476,1
1249,0.214489533,0.974336253,0.961007574,0.822012954,1
1250,0.123227869,0.984030957,0.977637472,0.824912015,1
1251,0.197065731,0.975430221,0.964399843,0.822085211,1
1252,0.173076437,0.977290611,0.968677319,0.822593275,1
1253,0.194894068,0.975352115,0.964729355,0.822200853,1
1254,0.199489912,0.974287564,0.963941512,0.821947636,1
1255,0.275902124,0.966587338,0.960508673,0.737575482,1
1256,0.276003131,0.967019613,0.960355265,0.737721138,1
1257,0.157700014,0.979470653,0.977324005,0.742081105,1
1258,0.237216232,0.971173109,0.965976329,0.738586078,1
1259,0.204792808,0.974317334,0.970628165,0.739295168,1
1260,0.234236509,0.970946138,0.966479024,0.738307925,1
1261,0.250145198,0.966955552,0.964149606,0.737731905,1
1262,0.221358047,0.977720557,0.966646785,0.782691834,1
1263,0.221711573,0.977792245,0.966483571,0.782825642,1
1264,0.125212781,0.986461521,0.981049706,0.786510766,1
1265,0.181662079,0.981157341,0.972586231,0.783996759,1
1266,0.148986137,0.983645151,0.977530907,0.784910149,1
1267,0.170601752,0.981310682,0.974260395,0.784276481,1
1268,0.200651499,0.977565241,0.969742895,0.783054584,1
1269,0.203782733,0.97226741,0.962595727,0.820371944,1
1270,0.203732229,0.972609807,0.962329731,0.82044584,1
1271,0.119333421,0.982841275,0.977974606,0.823447534,1
1272,0.177217747,0.975536753,0.967472039,0.820961782,1
1273,0.157622282,0.978057637,0.971037255,0.821558459,1
1274,0.181056034,0.974921841,0.96669529,0.820843811,1
1275,0.210550239,0.970853586,0.961292058,0.820059724,1
1276,0.272568875,0.971342092,0.965237159,0.751514265,1
1277,0.272619378,0.971090602,0.964808119,0.751613264,1
1278,0.152737734,0.982948752,0.980424437,0.756184077,1
1279,0.241408045,0.974019126,0.969140292,0.752338573,1
1280,0.208681599,0.977106509,0.973352417,0.75348719,1
1281,0.215802631,0.976017704,0.9724063,0.75302556,1
1282,0.213580465,0.975131495,0.972718763,0.752837834,1
1283,0.197621272,0.976026443,0.961934402,0.803228664,1
1284,0.198328325,0.976200121,0.961605661,0.803291775,1
1285,0.1162053,0.985316339,0.977508641,0.806479378,1
1286,0.189692179,0.976603909,0.96337418,0.803389631,1
1287,0.171712836,0.978688559,0.966830252,0.804059842,1
1288,0.183076185,0.977185032,0.964647536,0.803791272,1
1289,0.188177066,0.976450423,0.963718563,0.803376896,1
1290,0.218580339,0.973646253,0.96134178,0.818884348,1
1291,0.219388399,0.973743649,0.960913477,0.818936796,1
1292,0.125564538,0.983935697,0.977668221,0.82205472,1
1293,0.188783112,0.976520519,0.966616967,0.819460385,1
1294,0.160551501,0.978955116,0.971537526,0.819980529,1
1295,0.179843943,0.977137002,0.968095563,0.819751186,1
1296,0.197368753,0.974901374,0.96503611,0.819072799,1
1297,0.249185627,0.970430822,0.954823754,0.790384839,1
1298,0.249842176,0.970182099,0.954358004,0.790288061,1
1299,0.138805661,0.982475292,0.974703651,0.794214647,1
1300,0.210348224,0.975599164,0.961815387,0.791574943,1
1301,0.175298604,0.979017164,0.968147962,0.792692044,1
1302,0.198429333,0.976095287,0.963946636,0.791740269,1
1303,0.221661069,0.971698799,0.959755368,0.790815847,1
1304,0.286204894,0.964127021,0.954427507,0.7586831,1
1305,0.286709932,0.96421386,0.954065906,0.758895934,1
1306,0.16025025,0.978268364,0.974367391,0.763510588,1
1307,0.237115224,0.969214184,0.962161519,0.760441562,1
1308,0.198025302,0.972742824,0.968424304,0.761528931,1
1309,0.213479458,0.970200445,0.965974601,0.760718646,1
1310,0.230802252,0.967236258,0.963210325,0.759898062,1
1311,0.222216611,0.977025379,0.963831496,0.796643469,1
1312,0.22368122,0.976632433,0.963462745,0.79673457,1
1313,0.12819015,0.986013057,0.979033662,0.800096216,1
1314,0.206610944,0.978721736,0.966332949,0.797270922,1
1315,0.183985253,0.981060591,0.970043008,0.797621474,1
1316,0.19544961,0.979632621,0.968170275,0.797547188,1
1317,0.203631221,0.97770805,0.966819423,0.796954465,1
1318,0.343880205,0.959331997,0.963786864,0.659807982,1
1319,0.194383201,0.974936285,0.979616321,0.666276388,1
1320,0.314082978,0.960803088,0.967136271,0.660100025,1
1321,0.267114467,0.964953182,0.972036633,0.66144413,1
1322,0.28696245,0.962612819,0.969976202,0.660476996,1
1323,0.299840913,0.9609781,0.968629306,0.659952753,1
1324,0.333021893,0.962560395,0.962665866,0.712866333,1
1325,0.334638014,0.956786269,0.957888741,0.689479101,1
1326,0.334890533,0.957338725,0.957560045,0.689909932,1
1327,0.185639537,0.973921647,0.976545172,0.695906945,1
1328,0.285497841,0.960395366,0.964039392,0.690765488,1
1329,0.24161006,0.964834125,0.96955005,0.692115826,1
1330,0.252872402,0.962639971,0.968130776,0.691542004,1
1331,0.269538648,0.960608045,0.966038189,0.690569569,1
1332,0.33792076,0.952384677,0.958259965,0.713021922,1
1333,0.340395445,0.952228677,0.957642086,0.713117229,1
1334,0.192699795,0.97069555,0.976096551,0.71815194,1
1335,0.293578445,0.958185712,0.963689833,0.714286819,1
1336,0.2515088,0.96220413,0.968876263,0.71491552,1
1337,0.283023156,0.95884961,0.965018424,0.7143251,1
1338,0.31090124,0.953536163,0.961554885,0.713226821,1
1339,0.454331961,0.948674933,0.950582734,0.672478338,1
1340,0.452109795,0.948689024,0.950393954,0.672865569,1
1341,0.267435506,0.96828098,0.970814489,0.67874691,1
1342,0.416353122,0.951892143,0.95471176,0.67312403,1
1343,0.359182849,0.955943525,0.960869025,0.674443456,1
1344,0.409787632,0.952542248,0.955366271,0.673131375,1
1345,0.441706018,0.948943783,0.951924126,0.672388336,1
1346,0.511249716,0.942633847,0.941892458,0.654919672,1
1347,0.509280069,0.94234313,0.941615351,0.655193713,1
1348,0.295475531,0.965046328,0.966313873,0.661992464,1
1349,0.451756269,0.948176916,0.948588185,0.656289476,1
1350,0.382515593,0.953754962,0.956573078,0.657602433,1
1351,0.423070124,0.949909937,0.95189986,0.656759813,1
1352,0.463776167,0.944826154,0.947257282,0.655639031,1
1353,0.495543042,0.94851865,0.941230949,0.664572025,1
1354,0.493623898,0.948417719,0.941325245,0.665008749,1
1355,0.289973053,0.968319325,0.965502445,0.67107062,1
1356,0.432867857,0.95219782,0.948601953,0.66554325,1
1357,0.390141663,0.956054064,0.953705084,0.666602782,1
1358,0.433625413,0.952155175,0.948560638,0.665347576,1
1359,0.453978435,0.948763025,0.946128808,0.664663112,1
1360,0.517764703,0.950079504,0.94472063,0.654398741,1
1361,0.517360673,0.949719623,0.944490915,0.654550841,1
1362,0.302259408,0.969494422,0.967641603,0.661385294,1
1363,0.432312315,0.95568123,0.953833317,0.656085409,1
1364,0.358374789,0.960501611,0.961684229,0.657804967,1
1365,0.408171511,0.955677699,0.95647819,0.656082191,1
1366,0.487058408,0.951100912,0.947981467,0.654759056,1
1367,0.462513573,0.952344458,0.948251556,0.676205866,1
1368,0.458826797,0.952395114,0.948049899,0.676571044,1
1369,0.269621422,0.970970898,0.969728258,0.681935676,1
1370,0.396606146,0.95777632,0.955612769,0.677176462,1
1371,0.349082094,0.961468466,0.9610077,0.677649603,1
1372,0.39746471,0.957941256,0.955475397,0.677027539,1
1373,0.446857403,0.953297671,0.94996469,0.675763177,1
1374,0.445140274,0.954996854,0.947605229,0.688612045,1
1375,0.440847453,0.954961728,0.947642752,0.688816455,1
1376,0.255337592,0.972883426,0.96983887,0.694491815,1
1377,0.383121638,0.960485886,0.954878856,0.68976318,1
1378,0.343324664,0.964424181,0.959638107,0.690759809,1
1379,0.372212823,0.961634505,0.956136265,0.69019074,1
1380,0.389737633,0.958216773,0.95409355,0.689421357,1
1381,0.445796823,0.951987969,0.945304201,0.679211582,1
1382,0.445190778,0.952130183,0.94514607,0.679477633,1
1383,0.260186808,0.971611322,0.967978995,0.685955415,1
1384,0.384990278,0.957797665,0.952794273,0.680788725,1
1385,0.337365218,0.962853984,0.958523257,0.682215885,1
1386,0.361354511,0.960967158,0.955650788,0.681559192,1
1387,0.379232848,0.960157798,0.953452034,0.681199258,1
1388,0.484331204,0.952016363,0.940445898,0.69711718,1
1389,0.274671642,0.971560919,0.966112501,0.702777433,1
1390,0.416504634,0.957580178,0.948679701,0.698322433,1
1391,0.352566854,0.963185531,0.956717197,0.699147514,1
1392,0.380798465,0.960321453,0.953064557,0.698842121,1
1393,0.412110805,0.958086759,0.949305443,0.698027531,1
1394,0.336304639,0.962637817,0.962084851,0.713009092,1
1395,0.18579029,0.977399747,0.979093974,0.718297407,1
1396,0.290800737,0.966067917,0.967349173,0.713831995,1
1397,0.258882351,0.969572301,0.970976311,0.715088984,1
1398,0.252872402,0.962639971,0.968130776,0.691542004,1
1399,0.280144441,0.965712965,0.96857315,0.714043287,1
0,0.372364334,0.933193871,0.947506635,0.759159524,0
1,0.377616727,0.946251282,0.957784841,0.791202738,0
2,0.37231383,0.962962701,0.958294289,0.796991377,0
3,0.372414838,0.963252021,0.95790747,0.797053932,0
4,0.223767439,0.97731464,0.974825172,0.800242259,0
5,0.356001111,0.963982216,0.960095147,0.796977334,0
6,0.327213959,0.965483294,0.963277331,0.797349087,0
7,0.372768364,0.963187148,0.95816822,0.796887501,0
8,0.398070756,0.96175482,0.955386012,0.796524696,0
9,0.375243049,0.94657441,0.957872679,0.791294715,0
10,0.208729845,0.967607634,0.976580234,0.79519458,0
11,0.352213328,0.948331572,0.960665297,0.791752106,0
12,0.297214717,0.952749025,0.96682895,0.792575808,0
13,0.31771925,0.950635185,0.96452231,0.7921542,0
14,0.309285119,0.950970231,0.965428861,0.791998838,0
15,0.221358047,0.954077747,0.927151062,0.834222477,0
16,0.222721648,0.954050804,0.928299183,0.834211239,0
17,0.127046941,0.972068414,0.958040318,0.83737866,0
18,0.218681346,0.955257864,0.927551573,0.834694624,0
19,0.194389031,0.9588895,0.936149762,0.835238026,0
20,0.198429333,0.95775459,0.934939179,0.835246579,0
21,0.18247014,0.959267651,0.939988913,0.835356996,0
22,0.308174036,0.960254274,0.96390454,0.7968175,0
23,0.307113457,0.960707779,0.963924765,0.796994866,0
24,0.182260162,0.975371363,0.978581205,0.800573578,0
25,0.294538017,0.961327318,0.965556523,0.797150547,0
26,0.253074417,0.965016568,0.970369087,0.797942137,0
27,0.275649605,0.96221259,0.96773338,0.797545265,0
28,0.2983258,0.959667186,0.965074328,0.797137215,0
29,0.345041792,0.955459611,0.939477065,0.79781924,0
30,0.343476175,0.955714718,0.940032248,0.797909413,0
31,0.204119321,0.972515285,0.964091711,0.80149539,0
32,0.329688644,0.957572263,0.942363661,0.798166032,0
33,0.295699604,0.96012649,0.948080822,0.798847001,0
34,0.321810055,0.957144232,0.943633274,0.798344655,0
35,0.327163455,0.955326119,0.942669737,0.798104729,0
36,0.312365849,0.941574339,0.921088711,0.820464172,0
37,0.314032474,0.941925146,0.921560197,0.820289953,0
38,0.177197379,0.963132259,0.955031178,0.823994554,0
39,0.323628191,0.941470105,0.917996954,0.820673543,0
40,0.298780334,0.943994293,0.924344239,0.821002092,0
41,0.31049721,0.94238978,0.921357973,0.820665411,0
42,0.287265473,0.942255255,0.927398903,0.820898981,0
43,0.276811192,0.941559225,0.908695631,0.803632499,0
44,0.27893235,0.941765419,0.911224893,0.803643463,0
45,0.163378371,0.962997522,0.945914696,0.807144966,0
46,0.283124164,0.941649554,0.90686915,0.803677444,0
47,0.262468119,0.944348182,0.913853583,0.804388066,0
48,0.277518244,0.942175291,0.908406835,0.803865241,0
49,0.276154643,0.941412473,0.908946687,0.803796585,0
50,0.250195702,0.963112458,0.955400209,0.809935868,0
51,0.25256938,0.962899216,0.955610797,0.809986614,0
52,0.160551755,0.976194735,0.971296928,0.81323356,0
53,0.229943688,0.966163893,0.959018555,0.810781981,0
54,0.21029772,0.969000306,0.962562073,0.81138938,0
55,0.256609682,0.964793707,0.954168775,0.810714008,0
56,0.317315219,0.959029183,0.943493528,0.809534928,0
57,0.298174289,0.940852917,0.921870172,0.844020749,0
58,0.297820762,0.940935072,0.923174621,0.844031774,0
59,0.161179892,0.964453144,0.95753902,0.846897011,0
60,0.273528446,0.944903352,0.928364725,0.844755038,0
61,0.237771773,0.948857973,0.937497943,0.845493642,0
62,0.239892932,0.948367541,0.936978532,0.845176851,0
63,0.224994318,0.949648371,0.940978031,0.844760408,0
64,0.27852832,0.954772281,0.941584447,0.764058864,0
65,0.281053509,0.95419614,0.94156486,0.764075848,0
66,0.168730096,0.971654939,0.964514638,0.768049362,0
67,0.270144693,0.954917491,0.943339072,0.764579035,0
68,0.252266357,0.957035394,0.94714416,0.765005419,0
69,0.266962955,0.954853885,0.944110859,0.764388184,0
70,0.285800864,0.953278684,0.94011476,0.764011186,0
71,0.348476049,0.949945062,0.953794765,0.766478082,0
72,0.349940658,0.950014035,0.953652697,0.766585817,0
73,0.207825328,0.968715242,0.972324463,0.770105457,0
74,0.359435368,0.95102538,0.952326049,0.766290302,0
75,0.340193429,0.953345421,0.954959915,0.76609525,0
76,0.351253756,0.95201966,0.953404217,0.765913574,0
77,0.329335118,0.95278082,0.956302538,0.766246706,0
78,0.371859296,0.933418256,0.947727754,0.759247491,0
79,0.212800171,0.959295485,0.969868379,0.763666256,0
80,0.369687634,0.932532129,0.947866182,0.759669438,0
81,0.334840029,0.935915997,0.95267597,0.760353739,0
82,0.361910053,0.932446639,0.948863225,0.759603352,0
83,0.33458751,0.936054183,0.9527942,0.759741922,0
84,0.355294058,0.922475509,0.921767292,0.761255445,0
85,0.352314335,0.946154118,0.939623215,0.817761303,0
86,0.354587005,0.946320488,0.939713861,0.817804785,0
87,0.199835428,0.966157837,0.965574736,0.820882021,0
88,0.349738643,0.945323473,0.939914588,0.817694405,0
89,0.314739527,0.948039294,0.945839485,0.81832064,0
90,0.328325042,0.945860875,0.943568908,0.817920618,0
91,0.299335875,0.946345491,0.948641298,0.818542074,0
92,0.327213959,0.945048008,0.956788438,0.758444196,0
93,0.327870508,0.945114871,0.956825826,0.758599237,0
94,0.19846609,0.965123454,0.973707584,0.762862005,0
95,0.327112952,0.945008805,0.956759044,0.758775461,0
96,0.309891164,0.94722238,0.959166982,0.759514299,0
97,0.328476554,0.944866597,0.956643214,0.759080044,0
98,0.331557284,0.943290356,0.956230907,0.758452175,0
99,0.341860054,0.944610433,0.936769851,0.801854112,0
100,0.343930709,0.944424806,0.937065565,0.801837541,0
101,0.18762445,0.966863579,0.965178718,0.805785125,0
102,0.314487008,0.948279886,0.94190998,0.802696263,0
103,0.272417363,0.95221743,0.949623511,0.803704751,0
104,0.282922148,0.951007584,0.94780994,0.802914422,0
105,0.261912578,0.951796021,0.951583539,0.803224303,0
106,0.285144315,0.957572397,0.949643175,0.852948447,0
107,0.28575036,0.957340237,0.949449288,0.852914577,0
108,0.168240149,0.97393579,0.970199486,0.855732601,0
109,0.3010025,0.957023188,0.947084616,0.852937329,0
110,0.277972778,0.958875179,0.950932838,0.853594424,0
111,0.299992424,0.957898254,0.94716126,0.853262333,0
112,0.294285498,0.958773708,0.948094707,0.853043567,0
113,0.402717103,0.963680902,0.966739915,0.710016937,0
114,0.402868614,0.96388234,0.966503464,0.710451597,0
115,0.237398006,0.977219698,0.980335495,0.715064195,0
116,0.391858791,0.963674013,0.96763741,0.710518365,0
117,0.363526174,0.96545307,0.969993486,0.710861522,0
118,0.40201005,0.963026245,0.966839828,0.710249947,0
119,0.415090528,0.961371875,0.965719772,0.709931991,0
120,0.184995328,0.963769959,0.935741687,0.833962361,0
121,0.186106411,0.963927308,0.937195317,0.833608464,0
122,0.117662577,0.97565576,0.95890013,0.836418506,0
123,0.204237267,0.960959521,0.92899336,0.833049603,0
124,0.199287897,0.961797105,0.930581665,0.832993276,0
125,0.216863211,0.958036912,0.924653247,0.832494563,0
126,0.225398349,0.954590247,0.921597078,0.832266731,0
127,0.277922275,0.945827383,0.837107151,0.842859686,0
128,0.279942426,0.945665634,0.8388453,0.84266913,0
129,0.162385915,0.966074352,0.904373408,0.847484553,0
130,0.265397338,0.948411985,0.844502028,0.843267944,0
131,0.234640539,0.951473558,0.862783457,0.844471046,0
132,0.259235878,0.949397255,0.847953946,0.843781164,0
133,0.272366859,0.949021284,0.840307719,0.843530889,0
134,0.343021641,0.943997458,0.932034539,0.787761675,0
135,0.343072145,0.944376693,0.932173999,0.787645594,0
136,0.203340431,0.964977454,0.95957311,0.791980489,0
137,0.336759173,0.944872291,0.933216979,0.788121465,0
138,0.310850736,0.947490813,0.938676307,0.788337258,0
139,0.345142799,0.94433128,0.931784695,0.787901172,0
140,0.361101992,0.942989564,0.928491027,0.78709667,0
141,0.372414838,0.939691185,0.905578343,0.82428286,0
142,0.3719098,0.939993913,0.906740271,0.824197165,0
143,0.214646893,0.962582537,0.945416918,0.827563099,0
144,0.362516098,0.942763967,0.908167699,0.824758122,0
145,0.329890659,0.94662202,0.916349359,0.825222329,0
146,0.357112194,0.943927222,0.909437142,0.82462392,0
147,0.34675892,0.943223749,0.912193023,0.824411902,0
148,0.27544759,0.943645376,0.92084547,0.822196261,0
149,0.276558673,0.943276944,0.922459274,0.822118067,0
150,0.162599481,0.964788921,0.952995351,0.825463177,0
151,0.272366859,0.945322898,0.921263493,0.822829137,0
152,0.25565011,0.948189107,0.926520035,0.823212142,0
153,0.282922148,0.944396334,0.918615604,0.822519907,0
154,0.287164466,0.943088207,0.917328147,0.821901073,0
155,0.356758668,0.922045678,0.92319614,0.761134789,0
156,0.210187122,0.95195531,0.953544664,0.765600961,0
157,0.368980581,0.923660386,0.918816537,0.76152979,0
158,0.346203379,0.926987497,0.923826764,0.761907174,0
159,0.364788768,0.924922018,0.919738341,0.761550874,0
160,0.34408222,0.927860969,0.924233083,0.761675141,0
161,0.275144567,0.966549116,0.962834838,0.752003177,0
162,0.301204515,0.95429529,0.933064031,0.811875273,0
163,0.299487387,0.954965211,0.933878277,0.81195078,0
164,0.175727539,0.971528695,0.960761736,0.816033983,0
165,0.283780713,0.955895526,0.936948996,0.812457599,0
166,0.255195576,0.958859621,0.943355645,0.813254992,0
167,0.282467614,0.956501486,0.937300612,0.812761378,0
168,0.294285498,0.955901352,0.934553812,0.812533437,0
169,0.331304765,0.95328564,0.958781776,0.814458968,0
170,0.329991667,0.953454668,0.958687954,0.814532046,0
171,0.187913393,0.971709058,0.97651395,0.817789622,0
172,0.315143557,0.955316235,0.960753876,0.814930398,0
173,0.282114088,0.958572386,0.96482333,0.81569288,0
174,0.300143936,0.956697642,0.962653254,0.815038285,0
175,0.295750107,0.957377549,0.963181727,0.814901245,0
176,0.238276811,0.963853988,0.953336467,0.833218574,0
177,0.237872781,0.963826748,0.953890788,0.833223975,0
178,0.148190024,0.976893967,0.970878349,0.835914587,0
179,0.253074417,0.96240081,0.95046864,0.833272885,0
180,0.237216232,0.963789115,0.953675407,0.833681546,0
181,0.262468119,0.96186432,0.948426864,0.833416728,0
182,0.268932603,0.962061753,0.947367081,0.83297153,0
183,0.30822454,0.94990916,0.944235362,0.835754354,0
184,0.307618494,0.950252742,0.944680126,0.835687976,0
185,0.183051614,0.968786016,0.966756995,0.838470599,0
186,0.330597712,0.948863681,0.940224298,0.83565453,0
187,0.311557789,0.951613208,0.943696508,0.836454505,0
188,0.324789778,0.949493738,0.94125595,0.835915961,0
189,0.310850736,0.949992824,0.943783017,0.83562314,0
190,0.296911694,0.941901235,0.945081428,0.823376661,0
191,0.295447085,0.942386296,0.945530087,0.82341134,0
192,0.177398383,0.962321879,0.967061754,0.826357437,0
193,0.303527689,0.942314715,0.943940156,0.823572889,0
194,0.285851367,0.944176574,0.94712661,0.824186079,0
195,0.309537638,0.940681731,0.942780501,0.823776191,0
196,0.32120401,0.938051881,0.940602467,0.823339005,0
197,0.205247342,0.969925985,0.942064549,0.851936571,0
198,0.203782733,0.970581505,0.943335055,0.851911894,0
199,0.121381147,0.981572766,0.96563515,0.854538851,0
200,0.212519886,0.969941788,0.940144277,0.851923531,0
201,0.190298225,0.971675069,0.946212763,0.852387487,0
202,0.195601121,0.971110174,0.944809615,0.852193438,0
203,0.191409308,0.97170081,0.946039732,0.852152581,0
204,0.292719881,0.94283612,0.929333445,0.855971754,0
205,0.294992551,0.943026289,0.929793956,0.855964694,0
206,0.16746126,0.964951936,0.959401117,0.85843524,0
207,0.290901745,0.94438574,0.929734255,0.856317003,0
208,0.27933638,0.9473204,0.932356829,0.856822141,0
209,0.292315851,0.945998887,0.929270378,0.856359552,0
210,0.27398298,0.947725287,0.933862148,0.856083338,0
211,0.337213707,0.952279869,0.946655659,0.809436312,0
212,0.335597586,0.952221647,0.946808475,0.809335268,0
213,0.191619399,0.970844665,0.969555154,0.813093976,0
214,0.318224287,0.954631122,0.949536853,0.810147054,0
215,0.279184869,0.957596121,0.955726114,0.810554365,0
216,0.300093432,0.9559764,0.952506562,0.810151087,0
217,0.293931971,0.955555658,0.953485906,0.810181481,0
218,0.303729704,0.950815552,0.933699979,0.850642774,0
219,0.303729704,0.951157624,0.934194873,0.850636966,0
220,0.170011495,0.969094065,0.962668352,0.853105561,0
221,0.306052877,0.949510471,0.933194241,0.850620467,0
222,0.277366733,0.951057802,0.939301276,0.851011911,0
223,0.301709553,0.949548085,0.934094013,0.850336957,0
224,0.292467362,0.951320385,0.93605282,0.850370705,0
225,0.246205904,0.958102301,0.926071746,0.868187217,0
226,0.249438146,0.957821811,0.925968835,0.868191515,0
227,0.142272976,0.974454656,0.957115449,0.871157476,0
228,0.243377692,0.958599084,0.92692557,0.868122249,0
229,0.219842933,0.961309018,0.93420173,0.86871266,0
230,0.230044696,0.96010128,0.930809713,0.868844675,0
231,0.227923537,0.960654044,0.931598199,0.868905053,0
232,0.276205146,0.966877299,0.962600725,0.752139354,0
233,0.165828104,0.979863173,0.977530361,0.756492167,0
234,0.242165602,0.969555799,0.967311772,0.752930171,0
235,0.208479584,0.972342046,0.971839524,0.753812291,0
236,0.238882856,0.970517846,0.967721674,0.753229307,0
237,0.286760435,0.968279666,0.961276671,0.752334781,0
238,0.342920633,0.946900705,0.945505212,0.734642648,0
239,0.206812959,0.972140156,0.923984121,0.879432033,0
240,0.207419005,0.972177451,0.924249512,0.87938622,0
241,0.118014334,0.982986596,0.956383148,0.881734866,0
242,0.207924042,0.972273232,0.92403415,0.879357662,0
243,0.186308427,0.973812543,0.931855439,0.879629665,0
244,0.19050024,0.973736584,0.930172736,0.879503551,0
245,0.165500871,0.975261817,0.939107173,0.879609914,0
246,0.291861317,0.953206025,0.951451225,0.857144393,0
247,0.291305775,0.953670411,0.951548236,0.857165546,0
248,0.158064334,0.971494361,0.973589166,0.860303667,0
249,0.260296457,0.955527489,0.956678163,0.85792813,0
250,0.229943688,0.958201335,0.961771227,0.85884132,0
251,0.229741673,0.957205343,0.961724872,0.858621968,0
252,0.208075554,0.958292652,0.965380868,0.859129793,0
253,0.258023787,0.963458301,0.958823253,0.823383181,0
254,0.257367238,0.963544158,0.958976208,0.823494206,0
255,0.162034158,0.977014229,0.974069067,0.826303851,0
256,0.272417363,0.962223664,0.956570198,0.823199898,0
257,0.261609555,0.96332788,0.958224595,0.823460608,0
258,0.277821267,0.961988329,0.955684745,0.823167999,0
259,0.281811065,0.961913079,0.95508106,0.823045751,0
260,0.245599859,0.958561686,0.931333323,0.880880899,0
261,0.247367491,0.958420755,0.931118947,0.880813693,0
262,0.136431304,0.974423443,0.961699259,0.883333191,0
263,0.23317593,0.959407771,0.934963513,0.881159006,0
264,0.211156284,0.961451408,0.941215568,0.881481413,0
265,0.221964092,0.960677195,0.937876172,0.881322131,0
266,0.205247342,0.961181714,0.942636207,0.881177572,0
267,0.312365849,0.950716533,0.914237894,0.858236838,0
268,0.31211333,0.951047675,0.914819981,0.858172099,0
269,0.169647176,0.969580211,0.953184685,0.86098614,0
270,0.291861317,0.952101558,0.919934148,0.858273699,0
271,0.252417868,0.954767786,0.930331566,0.858822075,0
272,0.27317492,0.953868412,0.925062477,0.858176634,0
273,0.244488776,0.956884369,0.932823641,0.85835223,0
274,0.256710689,0.949650131,0.930126296,0.844900254,0
275,0.257720765,0.950132017,0.931076568,0.844905145,0
276,0.14610461,0.968929567,0.960040954,0.847561118,0
277,0.253680463,0.950643709,0.930752148,0.845147626,0
278,0.230246711,0.953386368,0.937341084,0.845597996,0
279,0.246710942,0.952229797,0.932866678,0.845030695,0
