,contrast,homogeneity,correlation,energy,class
866,0.268326557,0.966490155,0.968202408,0.694838572,1
867,0.239488902,0.969193887,0.971601389,0.695896495,1
868,0.259892427,0.967503473,0.969245158,0.695159772,1
869,0.271861822,0.964933569,0.967793559,0.69447949,1
870,0.31625464,0.961856021,0.962556867,0.647925796,1
871,0.318325295,0.96175595,0.962139011,0.648201971,1
872,0.179785303,0.976975427,0.978642118,0.655008495,1
873,0.275700109,0.964168129,0.967287861,0.648941329,1
874,0.239640413,0.966926814,0.971621194,0.649954541,1
875,0.264033737,0.964711116,0.968680009,0.649230199,1
876,0.277669756,0.964521624,0.967085354,0.648960995,1
877,0.258781344,0.964866402,0.961940198,0.703724667,1
878,0.25873084,0.965509765,0.961821998,0.704204771,1
879,0.151393521,0.978471273,0.977649101,0.709112575,1
880,0.235650615,0.968072427,0.965316966,0.704366066,1
881,0.201914093,0.971814076,0.970234755,0.70580552,1
882,0.235145577,0.968239772,0.965388363,0.704335452,1
883,0.254892553,0.96441541,0.962478023,0.703515844,1
884,0.353071892,0.949667083,0.962978243,0.656015342,1
885,0.354940532,0.949736362,0.962549622,0.656508061,1
886,0.21247354,0.968419118,0.977638749,0.662651456,1
887,0.328527057,0.954018437,0.965485787,0.657206266,1
888,0.291861317,0.958028928,0.969352975,0.658107323,1
889,0.348122522,0.952072374,0.963475292,0.656487734,1
890,0.395242544,0.946842386,0.958502527,0.655230066,1
891,0.33377945,0.95918122,0.954002474,0.692089741,1
892,0.333728946,0.959246372,0.953853963,0.692216958,1
893,0.188214898,0.974815795,0.973964336,0.697824657,1
894,0.2983258,0.962853422,0.958847484,0.69299096,1
895,0.256811697,0.966805745,0.964539721,0.694674624,1
896,0.291861317,0.962853714,0.959759782,0.693466077,1
897,0.300446958,0.958850557,0.958557136,0.692599537,1
898,0.288881594,0.96082206,0.958362657,0.693768618,1
899,0.292113836,0.96078152,0.95776383,0.693921012,1
900,0.16388088,0.976305676,0.976278712,0.699739433,1
901,0.257821772,0.963366972,0.962746661,0.694519107,1
902,0.229792177,0.967154002,0.966779506,0.695994267,1
903,0.242569632,0.964851939,0.964923644,0.695076012,1
904,0.249084619,0.963725286,0.964047597,0.69475995,1
905,0.242115098,0.973268879,0.969513229,0.749393541,1
906,0.243276685,0.973336499,0.96913876,0.749686643,1
907,0.143102116,0.983603945,0.981903571,0.753647171,1
908,0.231509305,0.97503193,0.970791513,0.749922809,1
909,0.203732229,0.977188558,0.974298304,0.75063983,1
910,0.226458928,0.975002384,0.971427957,0.749927287,1
911,0.230246711,0.973353272,0.970980279,0.749522385,1
912,0.281710058,0.964972142,0.966385433,0.71091704,1
913,0.280548471,0.96560545,0.966236177,0.711425798,1
914,0.162021595,0.97840903,0.980596276,0.716378535,1
915,0.244993813,0.96794489,0.970724923,0.712237005,1
916,0.207924042,0.971718215,0.975144616,0.713459094,1
917,0.238327315,0.968441628,0.971523108,0.71211967,1
918,0.269942678,0.964941595,0.967765796,0.710876724,1
919,0.302265094,0.959335251,0.952530892,0.748520155,1
920,0.304638772,0.959411373,0.95195728,0.748591639,1
921,0.168516529,0.97487661,0.973390799,0.752922877,1
922,0.265245827,0.96297097,0.958239881,0.749289728,1
923,0.225499356,0.967151883,0.964478601,0.750179692,1
924,0.259942931,0.963476716,0.95906174,0.749452443,1
925,0.278780839,0.959622767,0.956131276,0.748693515,1
926,0.389131588,0.949527469,0.959157146,0.670382,1
927,0.38983864,0.949916176,0.9587352,0.670639004,1
928,0.222146846,0.969059745,0.976599156,0.676822033,1
929,0.344789273,0.954413576,0.963780533,0.671742511,1
930,0.297618747,0.959584598,0.968706156,0.672917172,1
931,0.337617737,0.955351987,0.964536452,0.671894772,1
932,0.365899851,0.951073639,0.961556592,0.670849994,1
933,0.243024166,0.97121616,0.966302696,0.741434436,1
934,0.14119258,0.98230165,0.980448201,0.745638441,1
935,0.2274185,0.972240185,0.968623446,0.741703528,1
936,0.203176687,0.974233665,0.971955772,0.742022955,1
937,0.227367996,0.972071496,0.968638152,0.741507376,1
938,0.245397843,0.971178194,0.966129433,0.741064406,1
939,0.262165097,0.966631287,0.963920277,0.748394039,1
940,0.300042928,0.962017786,0.963992158,0.693814861,1
941,0.300446958,0.962159602,0.96364343,0.694091415,1
942,0.174496391,0.97628865,0.978975131,0.698970177,1
943,0.275397086,0.96496411,0.966901602,0.694510911,1
944,0.247923032,0.967857923,0.970194748,0.695357861,1
945,0.273477942,0.96477261,0.967172067,0.69440023,1
946,0.301457034,0.960548041,0.963782884,0.693651854,1
947,0.306254893,0.962164655,0.96299855,0.67923964,1
948,0.309184112,0.961840681,0.962457457,0.679672177,1
949,0.176807935,0.976774358,0.978554185,0.68535371,1
950,0.282265599,0.964710643,0.965848278,0.680047264,1
951,0.250448221,0.967286693,0.969715255,0.680981579,1
952,0.277518244,0.964036301,0.966440511,0.680082198,1
953,0.276407161,0.96189167,0.966561788,0.679440393,1
954,0.318779829,0.959887263,0.957182148,0.715646019,1
955,0.318729325,0.959969554,0.956924458,0.71584886,1
956,0.183742564,0.974670202,0.975215957,0.720781353,1
957,0.29645716,0.961192159,0.960165077,0.71615269,1
958,0.266205399,0.964399404,0.964201245,0.71730842,1
959,0.297972273,0.960561351,0.959921092,0.71632678,1
960,0.307264968,0.95738284,0.958683076,0.715714296,1
961,0.288124037,0.970769667,0.965156548,0.685553781,1
962,0.2902957,0.970438984,0.964655098,0.68576886,1
963,0.162335664,0.982596123,0.980297058,0.691280213,1
964,0.247367491,0.973432369,0.970035,0.686456927,1
965,0.213731976,0.976298226,0.974124094,0.687552251,1
966,0.242064594,0.974168143,0.970732457,0.686808747,1
967,0.25565011,0.972278329,0.969054922,0.686424192,1
968,0.266104391,0.965013404,0.961296838,0.764991841,1
969,0.267316482,0.965090599,0.960767218,0.765169135,1
970,0.150275438,0.978718089,0.978047976,0.769345278,1
971,0.234539532,0.968678683,0.9658935,0.765765769,1
972,0.199388904,0.971802816,0.970991235,0.766791418,1
973,0.216509684,0.969510164,0.968502813,0.766101051,1
974,0.238882856,0.966497454,0.965225881,0.765440608,1
975,0.333173405,0.957314873,0.962919596,0.637944144,1
976,0.337567233,0.956508605,0.962125818,0.637798448,1
977,0.195551535,0.973683153,0.978161052,0.645136987,1
978,0.283679705,0.961498486,0.968370792,0.639745461,1
979,0.250953259,0.964847194,0.972076261,0.640749572,1
980,0.289588647,0.961017988,0.96774261,0.639625978,1
981,0.340900482,0.956693943,0.962008245,0.637842044,1
982,0.294083483,0.965392298,0.967295772,0.712499769,1
983,0.296255145,0.965567959,0.96683933,0.712619576,1
984,0.180589318,0.978168126,0.97983547,0.717175292,1
985,0.285497841,0.96671959,0.968207513,0.712785655,1
986,0.267670008,0.969251356,0.970187707,0.713332145,1
987,0.307062953,0.965772165,0.96586036,0.712332988,1
988,0.342971137,0.96275113,0.961820421,0.711460923,1
989,0.279083862,0.960767315,0.957433568,0.646578661,1
990,0.280194945,0.960905023,0.956955867,0.647020192,1
991,0.164923587,0.975541016,0.974745989,0.653128852,1
992,0.257619757,0.962770258,0.960605788,0.647599317,1
993,0.239640413,0.965110187,0.963395634,0.648377665,1
994,0.267417489,0.962240293,0.959143201,0.647520326,1
995,0.278730335,0.958947611,0.95741827,0.646286869,1
996,0.336102624,0.954029501,0.95934706,0.691999793,1
997,0.334789526,0.954638309,0.959303542,0.692338984,1
998,0.192197285,0.97192019,0.976667256,0.697972018,1
999,0.304335749,0.957917865,0.963065694,0.692890531,1
1000,0.267872023,0.962115016,0.967601642,0.693828734,1
1001,0.291962324,0.9593753,0.964675303,0.693082491,1
1002,0.30287114,0.95676668,0.963335854,0.692498541,1
1003,0.337769248,0.954412578,0.962304851,0.673210387,1
1004,0.339082346,0.954213031,0.961767645,0.673194653,1
1005,0.192750046,0.972237218,0.978410293,0.680103538,1
1006,0.284538269,0.959447178,0.968217344,0.675041913,1
1007,0.240044443,0.963333414,0.973173035,0.676161373,1
1008,0.270952754,0.959759419,0.969718792,0.675189403,1
1009,0.31771925,0.954665851,0.964502346,0.673414817,1
1010,0.262114593,0.966791871,0.963956966,0.748615494,1
1011,0.151192518,0.97936071,0.979105325,0.752869618,1
1012,0.238226307,0.969827779,0.967159663,0.749239741,1
1013,0.210499735,0.972809179,0.971054758,0.749902535,1
1014,0.233731471,0.969857566,0.967850725,0.749260665,1
1015,0.25297341,0.966242203,0.965156733,0.748427026,1
1016,0.2274185,0.968368355,0.959796627,0.735945254,1
1017,0.290093685,0.963380616,0.963208517,0.712045163,1
1018,0.289538143,0.963484663,0.963006925,0.712239023,1
1019,0.169521548,0.977566025,0.97841639,0.717355558,1
1020,0.264437767,0.96578748,0.966395877,0.712415108,1
1021,0.240903007,0.968448466,0.969437885,0.713135517,1
1022,0.264387263,0.965932897,0.966397466,0.712865481,1
1023,0.273275927,0.963669423,0.965310777,0.712314125,1
1024,0.248579581,0.96882293,0.964423593,0.739462585,1
1025,0.248731093,0.969226389,0.964295097,0.73980214,1
1026,0.145162405,0.980932791,0.979139384,0.743964959,1
1027,0.221055024,0.970434855,0.968342662,0.740073467,1
1028,0.198681851,0.972860164,0.971506133,0.741095793,1
1029,0.219792429,0.970783947,0.96854974,0.740010891,1
1030,0.238579834,0.969145293,0.965827009,0.739410464,1
1031,0.286053382,0.962051976,0.965247341,0.734439306,1
1032,0.286356405,0.961775691,0.964901147,0.73450378,1
1033,0.162988926,0.976831975,0.980114154,0.739348117,1
1034,0.260700487,0.965165535,0.968343181,0.735023682,1
1035,0.225347845,0.968771132,0.9726091,0.736256932,1
1036,0.242872655,0.966515238,0.970429479,0.735699388,1
1037,0.257417742,0.963496063,0.96869504,0.734845113,1
1038,0.290396707,0.95925775,0.956631322,0.708825204,1
1039,0.292063332,0.959438946,0.956291056,0.709025926,1
1040,0.174910962,0.973767382,0.973766982,0.713756809,1
1041,0.290901745,0.959378676,0.956632405,0.708744392,1
1042,0.265599354,0.962081569,0.960343555,0.709642211,1
1043,0.295194566,0.95839834,0.955838424,0.708897642,1
1044,0.310951744,0.955469661,0.953506424,0.708295872,1
1045,0.31812328,0.957477087,0.955896878,0.700851967,1
1046,0.321001995,0.957292052,0.955429843,0.700949548,1
1047,0.176343113,0.974229607,0.975442954,0.706839455,1
1048,0.282972652,0.960996017,0.960645289,0.702210387,1
1049,0.250044191,0.964335692,0.965241378,0.703433981,1
1050,0.269791167,0.962232253,0.96249938,0.702464513,1
1051,0.259639908,0.961132994,0.963950522,0.702311269,1
1052,0.274892048,0.968607326,0.968485959,0.749682204,1
1053,0.275700109,0.969015783,0.968148237,0.74999996,1
1054,0.157097003,0.98109128,0.981921444,0.754356118,1
1055,0.241357541,0.972310689,0.972341933,0.750630218,1
1056,0.200247468,0.976836567,0.976984417,0.752157896,1
1057,0.227721522,0.974059748,0.973870452,0.75098488,1
1058,0.255700614,0.969851394,0.970671931,0.750034345,1
1059,0.273881973,0.960368801,0.958193918,0.755609963,1
1060,0.276609177,0.960137352,0.957522177,0.755639331,1
1061,0.152071909,0.976406929,0.976669876,0.760089576,1
1062,0.239286887,0.964590825,0.963446137,0.756153502,1
1063,0.206863463,0.968559081,0.968257614,0.757437709,1
1064,0.219792429,0.967070777,0.966423379,0.756768292,1
1065,0.221257039,0.965863098,0.966174063,0.756580571,1
1066,0.223327694,0.977518903,0.970470532,0.74751202,1
1067,0.236105149,0.973456579,0.968919438,0.746747945,1
1068,0.136582057,0.986229591,0.981863762,0.751567888,1
1069,0.227165981,0.978185306,0.96994212,0.747663382,1
1070,0.205701876,0.980019987,0.972749063,0.748618587,1
1071,0.226862958,0.978414466,0.969976999,0.747680803,1
1072,0.23504457,0.977397943,0.968891184,0.747346397,1
1073,0.264033737,0.969715213,0.968706529,0.75029776,1
1074,0.264993308,0.970017613,0.968388626,0.750547816,1
1075,0.153102053,0.981554086,0.981776081,0.754846964,1
1076,0.243529204,0.971815957,0.971141286,0.75085659,1
1077,0.205196838,0.975442917,0.975608261,0.752481362,1
1078,0.229691169,0.972579209,0.972725849,0.751395974,1
1079,0.251761319,0.970463222,0.970132316,0.750515712,1
1080,0.278982854,0.972027326,0.970270508,0.671515822,1
1081,0.280901997,0.971459627,0.969887329,0.67150437,1
1082,0.162423603,0.982841586,0.982636833,0.677800128,1
1083,0.242216106,0.97489317,0.974165433,0.672810148,1
1084,0.211055276,0.977182957,0.97748028,0.674444597,1
1085,0.24307467,0.974846958,0.974056903,0.673151324,1
1086,0.26782152,0.971700971,0.971435299,0.671658391,1
1087,0.227266988,0.968692562,0.959678381,0.736059441,1
1088,0.130702697,0.980625791,0.976760256,0.740378757,1
1089,0.192722406,0.971652726,0.965884384,0.736645201,1
1090,0.172419888,0.974520006,0.96939532,0.737620949,1
1091,0.201762582,0.971228188,0.96427249,0.736539476,1
1092,0.229741673,0.96763763,0.959285393,0.73567241,1
1093,0.281154516,0.965561549,0.959006912,0.705160284,1
1094,0.341102497,0.958206208,0.955950938,0.708020372,1
1095,0.342819626,0.958289378,0.955506734,0.708134266,1
1096,0.189885742,0.973958469,0.975385861,0.713498374,1
1097,0.315396076,0.960743601,0.959282282,0.708703961,1
1098,0.269286129,0.963870397,0.965191854,0.709466308,1
1099,0.285901871,0.961740383,0.963021404,0.709083392,1
1100,0.289033105,0.959321988,0.962645934,0.708561978,1
1101,0.250751244,0.966348238,0.964054529,0.742004115,1
1102,0.251407793,0.966524955,0.963762864,0.742217065,1
1103,0.150388503,0.978513522,0.9783393,0.746487544,1
1104,0.22408525,0.968574235,0.967833915,0.74280368,1
1105,0.20120704,0.970758808,0.971109596,0.743774482,1
1106,0.243680715,0.966755626,0.965055035,0.742443855,1
1107,0.28307366,0.962212367,0.959363035,0.741313237,1
1108,0.290144188,0.964139312,0.95710616,0.713723285,1
1109,0.291962324,0.964587676,0.95661466,0.713898731,1
1110,0.162084409,0.978542349,0.975939036,0.719084656,1
1111,0.251256281,0.968900856,0.962830503,0.714917905,1
1112,0.210550239,0.972863175,0.96885084,0.716111069,1
1113,0.236862705,0.969988461,0.964974918,0.715177944,1
1114,0.242266609,0.966766233,0.964147139,0.714641745,1
1115,0.214691548,0.972460876,0.964395771,0.786288234,1
1116,0.214742052,0.972344718,0.964296044,0.786355895,1
1117,0.122524356,0.983427909,0.979575782,0.79004551,1
1118,0.18822757,0.974842927,0.968748884,0.78682609,1
1119,0.163379713,0.977194438,0.972882734,0.787347301,1
1120,0.186308427,0.975520182,0.969100398,0.787092865,1
1121,0.206661448,0.973743624,0.965677269,0.786443339,1
1122,0.180247974,0.979717113,0.962958615,0.839306658,1
1123,0.180045958,0.97981812,0.962870298,0.839386193,1
1124,0.105853606,0.987631218,0.978130527,0.841996227,1
1125,0.164541299,0.980986357,0.966175963,0.839619065,1
1126,0.148380091,0.982773249,0.969423173,0.840561099,1
1127,0.163531224,0.981289288,0.966365154,0.8397119,1
1128,0.175854145,0.980216277,0.963816571,0.839233839,1
1129,0.191409308,0.973792678,0.956451249,0.816230684,1
1130,0.192722406,0.973657301,0.956144368,0.816281731,1
1131,0.114584707,0.983438142,0.973778608,0.81916112,1
1132,0.191762834,0.974429998,0.956378194,0.816257119,1
1133,0.18368223,0.975793281,0.958144601,0.816609554,1
1134,0.196712204,0.973292835,0.955125874,0.816222505,1
1135,0.202873665,0.971413138,0.953758433,0.815901332,1
1136,0.160349486,0.973234686,0.951272206,0.792700354,1
1137,0.163026186,0.973119395,0.95030703,0.792739451,1
1138,0.093303434,0.9837269,0.971449311,0.796172605,1
1139,0.142218631,0.975898466,0.9565972,0.793408535,1
1140,0.125148355,0.978357574,0.961842057,0.794138623,1
1141,0.143733744,0.97613082,0.956227601,0.793368111,1
1142,0.159490922,0.973980702,0.951382573,0.792727956,1
1143,0.304739779,0.956656674,0.960903423,0.709284203,1
1144,0.307315472,0.956493636,0.960295482,0.709300157,1
1145,0.176657182,0.972719906,0.977242844,0.714867362,1
1146,0.282316103,0.95781127,0.963789056,0.709606116,1
1147,0.248125047,0.961318715,0.968105038,0.711043041,1
1148,0.273073912,0.958067999,0.964941197,0.709879678,1
1149,0.275144567,0.956335196,0.964661409,0.709570867,1
1150,0.255599606,0.968116109,0.961907815,0.765423783,1
1151,0.254842049,0.968690824,0.9618039,0.765596122,1
1152,0.149760366,0.980441453,0.977582951,0.769379032,1
1153,0.241963587,0.970616969,0.963912272,0.765829081,1
1154,0.21645918,0.973225927,0.967704149,0.766363422,1
1155,0.23585263,0.97070269,0.964826085,0.765711375,1
1156,0.247165476,0.967678124,0.963133626,0.765335455,1
1157,0.266811444,0.961856702,0.95979886,0.742292584,1
1158,0.270296205,0.961588437,0.959026533,0.74226515,1
1159,0.1509287,0.976346537,0.977149927,0.747197751,1
1160,0.22903462,0.964772092,0.965469356,0.7433083,1
1161,0.197065731,0.968218884,0.970226004,0.744759138,1
1162,0.222822656,0.964851575,0.966310585,0.743612465,1
1163,0.24802404,0.960881682,0.962575344,0.742503434,1
1164,0.283326179,0.965124131,0.95852819,0.705156677,1
1165,0.165036652,0.978836174,0.975847767,0.710370967,1
1166,0.258680336,0.968046386,0.9622594,0.70594706,1
1167,0.224691296,0.97142694,0.967202372,0.707069968,1
1168,0.257872276,0.968490013,0.962421368,0.706066878,1
1169,0.271104265,0.966319674,0.960442224,0.705257225,1
1170,0.308426555,0.970187701,0.971068458,0.666890306,1
1171,0.229287139,0.976335951,0.967853475,0.781666335,1
1172,0.229691169,0.976043029,0.967457796,0.78181596,1
1173,0.131908719,0.985578719,0.98141598,0.785350713,1
1174,0.205954395,0.979117644,0.971102624,0.782514071,1
1175,0.171712836,0.981859218,0.975900692,0.783481759,1
1176,0.201510063,0.979423199,0.971727445,0.78240092,1
1177,0.213630969,0.97673702,0.970011498,0.781845781,1
1178,0.200499987,0.975034172,0.961853899,0.79691884,1
1179,0.200196965,0.975290713,0.961722921,0.796980811,1
1180,0.119433923,0.984742992,0.977163542,0.800142413,1
1181,0.194793061,0.97678179,0.962884131,0.797185918,1
1182,0.1779248,0.97851947,0.966110563,0.797351495,1
1183,0.192722406,0.976773239,0.963266925,0.797105888,1
1184,0.196207166,0.976009652,0.962626764,0.797037454,1
1185,0.317012197,0.957726288,0.959817456,0.73287325,1
1186,0.318880836,0.957916476,0.959221025,0.733041094,1
1187,0.178868223,0.974503254,0.977231788,0.737598749,1
1188,0.271104265,0.963510952,0.965541928,0.733836759,1
